pulse_width_us,voltage_v,energy_pj,accuracy
719.6856730011514,5.5,87.77598736120663,0.8778934759759965
868.511373751352,3.5,43.507345757485716,0.8527374526154138
868.511373751352,4.0,57.81666440247902,0.8527374526154138
868.511373751352,4.5,71.45975676173278,0.8527374526154138
868.511373751352,5.0,78.83185192443621,0.8527374526154138
868.511373751352,5.5,104.52096492998919,0.8527374526154138
1048.1131341546852,3.5,51.52052888805379,0.8517242174786938
1048.1131341546852,4.0,60.4535087425413,0.8517242174786938
1048.1131341546852,4.5,84.76449845761965,0.8517242174786938
1048.1131341546852,5.0,108.80638382219459,0.8517242174786938
1048.1131341546852,5.5,134.31710198377084,0.8517242174786938
1264.8552168552958,3.5,65.44273099029054,0.8655795407962691
1264.8552168552958,4.0,82.73725813623345,0.8655795407962691
1264.8552168552958,4.5,97.93253580481522,0.8655795407962691
1264.8552168552958,5.0,128.31379197902453,0.8655795407962691
1264.8552168552958,5.5,150.09416079415772,0.8655795407962691
1526.4179671752318,3.5,78.77218237937113,0.8439701205596764
1526.4179671752318,4.0,98.54140734644686,0.8439701205596764
1526.4179671752318,4.5,131.34038010285354,0.8439701205596764
1526.4179671752318,5.0,152.24400504768266,0.8439701205596764
1526.4179671752318,5.5,176.47537090718316,0.8439701205596764
1842.0699693267143,3.5,83.01700991198538,0.8544592082801313
1842.0699693267143,4.0,127.22242342989576,0.8544592082801313
1842.0699693267143,4.5,145.98556903117102,0.8544592082801313
1842.0699693267143,5.0,179.42070042686052,0.8544592082801313
1842.0699693267143,5.5,222.9961999452418,0.8544592082801313
2222.996482526193,3.5,107.50152651645995,0.84324117865226
2222.996482526193,4.0,142.9979476600988,0.84324117865226
2222.996482526193,4.5,172.55042154356272,0.84324117865226
2222.996482526193,5.0,226.27623104593005,0.84324117865226
2222.996482526193,5.5,281.0388599553338,0.84324117865226
2682.6957952797247,3.5,130.71075380522458,0.8510298312616755
2682.6957952797247,4.0,179.52991743557948,0.8510298312616755
2682.6957952797247,4.5,222.20234335067653,0.8510298312616755
2682.6957952797247,5.0,262.38418767200307,0.8510298312616755
2682.6957952797247,5.5,332.4224290420032,0.8510298312616755
3237.457542817643,3.5,164.76234614545297,0.8274852447287253
3237.457542817643,4.0,207.42397222646497,0.8274852447287253
3237.457542817643,4.5,253.3347110699461,0.8274852447287253
3237.457542817643,5.0,345.04232357761515,0.8274852447287253
3237.457542817643,5.5,383.1387563202751,0.8274852447287253
3906.9399370546125,3.5,185.8368119753027,0.8405792236132678
3906.9399370546125,4.0,227.86606509234272,0.8405792236132678
3906.9399370546125,4.5,305.8517954815454,0.8405792236132678
3906.9399370546125,5.0,355.4170081905524,0.8405792236132678
3906.9399370546125,5.5,482.64249208554463,0.8405792236132678
4714.8663634573895,3.5,241.14456008201864,0.8447992181880688
4714.8663634573895,4.0,312.7793069259375,0.8447992181880688
4714.8663634573895,4.5,380.454471829448,0.8447992181880688
4714.8663634573895,5.0,459.6456946273421,0.8447992181880688
4714.8663634573895,5.5,569.093569950954,0.8447992181880688
5689.866029018293,3.5,268.194468411569,0.8644620874895227
5689.866029018293,4.0,379.36865494583634,0.8644620874895227
5689.866029018293,4.5,472.87422188901706,0.8644620874895227
5689.866029018293,5.0,564.7439876670949,0.8644620874895227
5689.866029018293,5.5,704.6703247148706,0.8644620874895227
6866.488450042998,3.5,335.5847152693693,0.8711765898181082
6866.488450042998,4.0,434.2029879278852,0.8711765898181082
6866.488450042998,4.5,607.4049018045935,0.8711765898181082
6866.488450042998,5.0,671.9691818751604,0.8711765898181082
6866.488450042998,5.5,822.5379126755194,0.8711765898181082
8286.427728546842,3.5,404.24473618629884,0.868685530090134
8286.427728546842,4.0,536.6369760520207,0.868685530090134
8286.427728546842,4.5,624.549211745877,0.868685530090134
8286.427728546842,5.0,814.5898877240055,0.868685530090134
8286.427728546842,5.5,1085.4736634350977,0.868685530090134
10000.0,3.5,492.2939359910933,0.8951292507998346
10000.0,4.0,655.4551617403883,0.8951292507998346
10000.0,4.5,777.1975552433888,0.8951292507998346
10000.0,5.0,998.3810072499236,0.8951292507998346
10000.0,5.5,1202.7630033190053,0.8951292507998346
