pulse_width_us,voltage_v,energy_pj,accuracy
1.0,3.5,0.04741192361889353,0.8544049534693801
1.0,4.0,0.0665925092621949,0.8544049534693801
1.0,4.5,0.07690217474386439,0.8544049534693801
1.0,5.0,0.09730249244631145,0.8544049534693801
1.0,5.5,0.12171603030175959,0.8544049534693801
1.2067926406393288,3.5,0.058959900395853825,0.8307960317868968
1.2067926406393288,4.0,0.07308304256035009,0.8307960317868968
1.2067926406393288,4.5,0.10879326685485508,0.8307960317868968
1.2067926406393288,5.0,0.1256660360265413,0.8307960317868968
1.2067926406393288,5.5,0.14379453067679587,0.8307960317868968
1.4563484775012443,3.5,0.07049834975250009,0.847858944560472
1.4563484775012443,4.0,0.09387648145249597,0.847858944560472
1.4563484775012443,4.5,0.12076133263789882,0.847858944560472
1.4563484775012443,5.0,0.13453538192665693,0.847858944560472
1.4563484775012443,5.5,0.15863192759100825,0.847858944560472
1.757510624854793,3.5,0.08361739993105823,0.830267025369083
1.757510624854793,4.0,0.11953466260746415,0.830267025369083
1.757510624854793,4.5,0.13647150654260218,0.830267025369083
1.757510624854793,5.0,0.18097563632392705,0.830267025369083
1.757510624854793,5.5,0.18335749053618386,0.830267025369083
2.1209508879201926,3.5,0.10028431126059882,0.8448049647989034
2.1209508879201926,4.0,0.14329993089113408,0.8448049647989034
2.1209508879201926,4.5,0.17506791953070694,0.8448049647989034
2.1209508879201926,5.0,0.22199486053541495,0.8448049647989034
2.1209508879201926,5.5,0.2817931754177731,0.8448049647989034
2.5595479226995335,3.5,0.13074119074316126,0.8536419353682907
2.5595479226995335,4.0,0.18038749847941143,0.8536419353682907
2.5595479226995335,4.5,0.21461988892352202,0.8536419353682907
2.5595479226995335,5.0,0.2683333909261003,0.8536419353682907
2.5595479226995335,5.5,0.32667862512984586,0.8536419353682907
3.0888435964774787,3.5,0.1478051934816472,0.8591922548739586
3.0888435964774787,4.0,0.19437215316082354,0.8591922548739586
3.0888435964774787,4.5,0.2461712046421809,0.8591922548739586
3.0888435964774787,5.0,0.2896248470626593,0.8591922548739586
3.0888435964774787,5.5,0.39927293288880933,0.8591922548739586
3.727593720314938,3.5,0.19941472928582865,0.8427664821868425
3.727593720314938,4.0,0.22283589700849188,0.8427664821868425
3.727593720314938,4.5,0.31555604491379086,0.8427664821868425
3.727593720314938,5.0,0.3657996030805296,0.8427664821868425
3.727593720314938,5.5,0.5096108476962429,0.8427664821868425
4.498432668969444,3.5,0.23051901533008567,0.8568399465988387
4.498432668969444,4.0,0.277732663475365,0.8568399465988387
4.498432668969444,4.5,0.3734553484116636,0.8568399465988387
4.498432668969444,5.0,0.4571111343544582,0.8568399465988387
4.498432668969444,5.5,0.5422422061942029,0.8568399465988387
5.428675439323859,3.5,0.2655467067547822,0.8505839806158055
5.428675439323859,4.0,0.3401069964383079,0.8505839806158055
5.428675439323859,4.5,0.4444435490243267,0.8505839806158055
5.428675439323859,5.0,0.5535522161738133,0.8505839806158055
5.428675439323859,5.5,0.6971939683511515,0.8505839806158055
6.551285568595509,3.5,0.31948526956929807,0.8304933371492074
6.551285568595509,4.0,0.4342634834138911,0.8304933371492074
6.551285568595509,4.5,0.5707881187716773,0.8304933371492074
6.551285568595509,5.0,0.6759494307806185,0.8304933371492074
6.551285568595509,5.5,0.778837410026271,0.8304933371492074
7.9060432109077015,3.5,0.4053941886632225,0.8694962341450617
7.9060432109077015,4.0,0.4943762689344716,0.8694962341450617
7.9060432109077015,4.5,0.5853374070420977,0.8694962341450617
7.9060432109077015,5.0,0.7498825967213482,0.8694962341450617
7.9060432109077015,5.5,1.000469153556284,0.8694962341450617
9.540954763499943,3.5,0.4087790821240079,0.8626764807881028
9.540954763499943,4.0,0.607586969052994,0.8626764807881028
9.540954763499943,4.5,0.7360629982354165,0.8626764807881028
9.540954763499943,5.0,0.9303922393682309,0.8626764807881028
9.540954763499943,5.5,1.0910813769754146,0.8626764807881028
11.513953993264481,3.5,0.5479053074019271,0.8618868302124423
11.513953993264481,4.0,0.7551056405146236,0.8618868302124423
11.513953993264481,4.5,0.8782065605724353,0.8618868302124423
11.513953993264481,5.0,1.0825562999121692,0.8618868302124423
11.513953993264481,5.5,1.3235682644879965,0.8618868302124423
13.894954943731362,3.5,0.6359417642642334,0.8371708801803196
13.894954943731362,4.0,0.9059080687610496,0.8371708801803196
13.894954943731362,4.5,1.0768731397627886,0.8371708801803196
13.894954943731362,5.0,1.3667515833268222,0.8371708801803196
13.894954943731362,5.5,1.5928217232515416,0.8371708801803196
16.768329368110066,3.5,0.8198506287697859,0.8649338080038718
16.768329368110066,4.0,1.0272718940364942,0.8649338080038718
16.768329368110066,4.5,1.372510049647805,0.8649338080038718
16.768329368110066,5.0,1.6509249770140733,0.8649338080038718
16.768329368110066,5.5,1.9046300247597006,0.8649338080038718
20.235896477251554,3.5,1.0208030523408353,0.8516642448237781
20.235896477251554,4.0,1.4256748261966192,0.8516642448237781
20.235896477251554,4.5,1.6257900878607485,0.8516642448237781
20.235896477251554,5.0,2.063637058036505,0.8516642448237781
20.235896477251554,5.5,2.4494156263566755,0.8516642448237781
24.420530945486497,3.5,1.1171486621991789,0.8454226410169331
24.420530945486497,4.0,1.514816031368022,0.8454226410169331
24.420530945486497,4.5,1.9933266556343068,0.8454226410169331
24.420530945486497,5.0,2.3599455954437487,0.8454226410169331
24.420530945486497,5.5,2.8428337045576466,0.8454226410169331
29.4705170255181,3.5,1.5138707769143636,0.8448469497151389
29.4705170255181,4.0,1.8696967823703676,0.8448469497151389
29.4705170255181,4.5,2.453578038201334,0.8448469497151389
29.4705170255181,5.0,3.0561034901050665,0.8448469497151389
29.4705170255181,5.5,3.7579306921695395,0.8448469497151389
35.564803062231285,3.5,1.670116831605757,0.8548675289769867
35.564803062231285,4.0,2.245138906603444,0.8548675289769867
35.564803062231285,4.5,3.1963478076913434,0.8548675289769867
35.564803062231285,5.0,3.636267501649574,0.8548675289769867
35.564803062231285,5.5,4.712706013584957,0.8548675289769867
42.91934260128778,3.5,2.0113893661036775,0.84602354180693
42.91934260128778,4.0,2.9057095867691523,0.84602354180693
42.91934260128778,4.5,3.5074934617227402,0.84602354180693
42.91934260128778,5.0,3.963582100828725,0.84602354180693
42.91934260128778,5.5,5.33871259156532,0.84602354180693
51.794746792312125,3.5,2.538190469560841,0.8630078908287053
51.794746792312125,4.0,2.951355053532554,0.8630078908287053
51.794746792312125,4.5,4.137511801823354,0.8630078908287053
51.794746792312125,5.0,5.092783745137387,0.8630078908287053
51.794746792312125,5.5,5.827653703926728,0.8630078908287053
62.50551925273976,3.5,3.1827798857819434,0.8688715775547795
62.50551925273976,4.0,4.204913587224237,0.8688715775547795
62.50551925273976,4.5,5.220413899923059,0.8688715775547795
62.50551925273976,5.0,6.685111802885845,0.8688715775547795
62.50551925273976,5.5,7.117180090327667,0.8688715775547795
75.43120063354607,3.5,3.3683686288581294,0.8399838428656943
75.43120063354607,4.0,4.699354147260901,0.8399838428656943
75.43120063354607,4.5,6.177543179818132,0.8399838428656943
75.43120063354607,5.0,7.692422261478432,0.8399838428656943
75.43120063354607,5.5,8.497059074268757,0.8399838428656943
91.02981779915227,3.5,4.4135475257772985,0.8486450716713697
91.02981779915227,4.0,5.589656624231757,0.8486450716713697
91.02981779915227,4.5,7.1208774663959975,0.8486450716713697
91.02981779915227,5.0,9.195143730113594,0.8486450716713697
91.02981779915227,5.5,11.158118269262502,0.8486450716713697
109.85411419875584,3.5,4.574558047472436,0.8461264198729497
109.85411419875584,4.0,7.087760636002281,0.8461264198729497
109.85411419875584,4.5,8.99190365829885,0.8461264198729497
109.85411419875584,5.0,10.71458456538428,0.8461264198729497
109.85411419875584,5.5,14.223778166952142,0.8461264198729497
132.57113655901082,3.5,6.5163982931709095,0.8463454101625256
132.57113655901082,4.0,7.9519293429282465,0.8463454101625256
132.57113655901082,4.5,11.558750619024233,0.8463454101625256
132.57113655901082,5.0,13.675184177111925,0.8463454101625256
132.57113655901082,5.5,14.389556921379603,0.8463454101625256
159.98587196060575,3.5,8.207805020345601,0.8360306106042743
159.98587196060575,4.0,10.839332340477457,0.8360306106042743
159.98587196060575,4.5,12.836755623998584,0.8360306106042743
159.98587196060575,5.0,15.737753629451579,0.8360306106042743
159.98587196060575,5.5,19.46607994787276,0.8360306106042743
193.06977288832496,3.5,9.797925526382995,0.8570011902211405
193.06977288832496,4.0,12.409239359182385,0.8570011902211405
193.06977288832496,4.5,16.469611554331745,0.8570011902211405
193.06977288832496,5.0,20.39792255807728,0.8570011902211405
193.06977288832496,5.5,22.845590635817498,0.8570011902211405
232.99518105153717,3.5,11.685560827613834,0.8494460840688245
232.99518105153717,4.0,14.385204891492164,0.8494460840688245
232.99518105153717,4.5,19.86589705800473,0.8494460840688245
232.99518105153717,5.0,22.864296989735333,0.8494460840688245
232.99518105153717,5.5,27.45006796911809,0.8494460840688245
281.1768697974228,3.5,12.770739199549514,0.8375797160442663
281.1768697974228,4.0,17.902265512987785,0.8375797160442663
281.1768697974228,4.5,22.424798791466344,0.8375797160442663
281.1768697974228,5.0,30.323964793033063,0.8375797160442663
281.1768697974228,5.5,32.92604880171304,0.8375797160442663
339.3221771895326,3.5,17.104833801761387,0.8477771440113439
339.3221771895326,4.0,20.391608725975818,0.8477771440113439
339.3221771895326,4.5,28.448625424065465,0.8477771440113439
339.3221771895326,5.0,32.2680151758013,0.8477771440113439
339.3221771895326,5.5,42.74165334990909,0.8477771440113439
409.4915062380423,3.5,19.554356542770595,0.8431469352612009
409.4915062380423,4.0,26.324886034332618,0.8431469352612009
409.4915062380423,4.5,34.62534002209986,0.8431469352612009
409.4915062380423,5.0,42.886001863205145,0.8431469352612009
409.4915062380423,5.5,51.73876741844863,0.8431469352612009
494.17133613238326,3.5,21.441183266203222,0.8554463802502044
494.17133613238326,4.0,33.33024538250279,0.8554463802502044
494.17133613238326,4.5,46.27935549038135,0.8554463802502044
494.17133613238326,5.0,41.9679645768298,0.8554463802502044
494.17133613238326,5.5,60.74356324794218,0.8554463802502044
596.3623316594642,3.5,27.62502276988586,0.8492568759439837
596.3623316594642,4.0,38.47367970682719,0.8492568759439837
596.3623316594642,4.5,49.77025566776208,0.8492568759439837
596.3623316594642,5.0,62.60585320072748,0.8492568759439837
596.3623316594642,5.5,74.34471948552029,0.8492568759439837
719.6856730011514,3.5,40.731103561693004,0.8778934759759965
719.6856730011514,4.0,45.38753513767401,0.8778934759759965
719.6856730011514,4.5,55.847408538038536,0.8778934759759965
719.6856730011514,5.0,71.64487926354019,0.8778934759759965
